date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
2012-03-01,london,290379,E12000007,9099,,0
2012-04-01,london,299065,E12000007,5961,,0
2012-05-01,london,304081,E12000007,7374,,0
2012-06-01,london,306823,E12000007,8132,,0
2012-07-01,london,308962,E12000007,8751,,0
2012-08-01,london,310043,E12000007,9073,,0
2012-09-01,london,308469,E12000007,7906,,0
2012-10-01,london,310281,E12000007,8146,,0
2012-11-01,london,308540,E12000007,8626,,0
2012-12-01,london,313744,E12000007,7601,,0
2013-01-01,london,311364,E12000007,6834,,0
2013-02-01,london,313550,E12000007,6693,,0
2013-03-01,london,312289,E12000007,7663,,0
2013-04-01,london,320921,E12000007,7388,,0
2013-05-01,london,322324,E12000007,9010,,0
2013-06-01,london,324518,E12000007,8930,,0
2013-07-01,london,332988,E12000007,10889,,0
2013-08-01,london,335743,E12000007,11153,,0
2013-09-01,london,340494,E12000007,10276,,0
2013-10-01,london,340045,E12000007,10935,,0
2013-11-01,london,343749,E12000007,11427,,0
2013-12-01,london,352028,E12000007,10775,,0
2014-01-01,london,355830,E12000007,9966,,0
2014-02-01,london,357876,E12000007,9363,,0
2014-03-01,london,361400,E12000007,9537,,0
2014-04-01,london,375337,E12000007,9809,,0
2014-05-01,london,382705,E12000007,10155,,0
2014-06-01,london,387182,E12000007,10486,,0
2014-07-01,london,398737,E12000007,11340,,0
2014-08-01,london,404754,E12000007,11243,,0
2014-09-01,london,403670,E12000007,10437,,0
2014-10-01,london,402300,E12000007,10773,,0
2014-11-01,london,400803,E12000007,9095,,0
2014-12-01,london,402898,E12000007,9745,,0
2015-01-01,london,402847,E12000007,8142,,0
2015-02-01,london,404773,E12000007,7937,,0
2015-03-01,london,404706,E12000007,8847,,0
2015-04-01,london,410445,E12000007,8323,,0
2015-05-01,london,415817,E12000007,9059,,0
2015-06-01,london,419474,E12000007,10721,,0
2015-07-01,london,431644,E12000007,11980,,0
2015-08-01,london,436152,E12000007,10499,,0
2015-09-01,london,439729,E12000007,10686,,0
2015-10-01,london,440484,E12000007,10926,,0
2015-11-01,london,445485,E12000007,9752,,0
2015-12-01,london,450053,E12000007,9700,,0
2016-01-01,london,457466,E12000007,7927,,0
2016-02-01,london,457759,E12000007,8208,,0
2016-03-01,london,464647,E12000007,17501,,0
2016-04-01,london,461068,E12000007,5746,,0
2016-05-01,london,467485,E12000007,6617,,0
2016-06-01,london,468120,E12000007,8464,,0
2016-07-01,london,475530,E12000007,8794,,0
2016-08-01,london,471957,E12000007,8535,,0
2016-09-01,london,471767,E12000007,8275,,0
2016-10-01,london,471008,E12000007,8100,,0
2016-11-01,london,470854,E12000007,8178,,0
2016-12-01,london,472374,E12000007,8460,,0
2017-01-01,london,475619,E12000007,6931,,0
2017-02-01,london,476717,E12000007,7108,,0
2017-03-01,london,475442,E12000007,8659,,0
2017-04-01,london,479790,E12000007,7120,,0
2017-05-01,london,480902,E12000007,7874,,0
2017-06-01,london,480152,E12000007,9192,,0
2017-07-01,london,488527,E12000007,8494,,0
2017-08-01,london,487085,E12000007,8921,,0
2017-09-01,london,483833,E12000007,8239,,0
2017-10-01,london,481762,E12000007,7990,,0
2017-11-01,london,476290,E12000007,7629,,0
2017-12-01,london,476848,E12000007,7883,,0
2018-01-01,london,479772,E12000007,6584,,0
2018-02-01,london,477860,E12000007,6386,,0
2018-03-01,london,472357,E12000007,7350,,0
2018-04-01,london,477253,E12000007,6511,,0
2018-05-01,london,478485,E12000007,6980,,0
2018-06-01,london,479931,E12000007,8122,,0
2018-07-01,london,484724,E12000007,8282,,0
2018-08-01,london,479550,E12000007,8975,,0
2018-09-01,london,476545,E12000007,7636,,0
2018-10-01,london,479775,E12000007,7953,,0
2018-11-01,london,474551,E12000007,8108,,0
2018-12-01,london,473454,E12000007,6910,,0
2019-01-01,london,470067,E12000007,6031,,0
2019-02-01,london,466500,E12000007,5938,,0
2019-03-01,london,464818,E12000007,6861,,0
2019-04-01,london,470092,E12000007,6009,,0
2019-05-01,london,463976,E12000007,6574,,0
2019-06-01,london,471053,E12000007,6585,,0
2019-07-01,london,478348,E12000007,7786,,0
2019-08-01,london,473390,E12000007,8163,,0
2019-09-01,london,477727,E12000007,6903,,0
2019-10-01,london,474318,E12000007,7092,,0
2019-11-01,london,469422,E12000007,6707,,0
2019-12-01,london,481710,E12000007,,,0
2020-01-01,london,476588,E12000007,,,0
1995-01-01,south east,64019,E12000008,8809,,0
1995-02-01,south east,63715,E12000008,8658,,0
1995-03-01,south east,64114,E12000008,12177,,0
1995-04-01,south east,64623,E12000008,10941,,0
1995-05-01,south east,64530,E12000008,11975,,0
1995-06-01,south east,65511,E12000008,13288,,0
1995-07-01,south east,65225,E12000008,12565,,0
1995-08-01,south east,64852,E12000008,13609,,0
1995-09-01,south east,64352,E12000008,12698,,0
1995-10-01,south east,64126,E12000008,11356,,0
1995-11-01,south east,64416,E12000008,11978,,0
1995-12-01,south east,64261,E12000008,12709,,0
1996-01-01,south east,64057,E12000008,9177,,0
1996-02-01,south east,63770,E12000008,9578,,0
1996-03-01,south east,63809,E12000008,12633,,0
1996-04-01,south east,64985,E12000008,12717,,0
1996-05-01,south east,65344,E12000008,15061,,0
1996-06-01,south east,65927,E12000008,14394,,0
1996-07-01,south east,67001,E12000008,16827,,0
1996-08-01,south east,67333,E12000008,18222,,0
1996-09-01,south east,67196,E12000008,15466,,0
1996-10-01,south east,67133,E12000008,16666,,0
1996-11-01,south east,67967,E12000008,17864,,0
1996-12-01,south east,68772,E12000008,16879,,0
1997-01-01,south east,69008,E12000008,12740,,0
1997-02-01,south east,69675,E12000008,12766,,0
1997-03-01,south east,70721,E12000008,14336,,0
1997-04-01,south east,71955,E12000008,15424,,0
1997-05-01,south east,73359,E12000008,17982,,0
1997-06-01,south east,74440,E12000008,18465,,0
1997-07-01,south east,75787,E12000008,20417,,0
1997-08-01,south east,77465,E12000008,19489,,0
1997-09-01,south east,78067,E12000008,17515,,0
1997-10-01,south east,79067,E12000008,18388,,0
1997-11-01,south east,79955,E12000008,15626,,0
1997-12-01,south east,79839,E12000008,16565,,0
1998-01-01,south east,79976,E12000008,11473,,0
1998-02-01,south east,80218,E12000008,11684,,0
1998-03-01,south east,81185,E12000008,14261,,0
1998-05-01,south east,83993,E12000008,16549,,0
1998-06-01,south east,85019,E12000008,17473,,0
1998-07-01,south east,85994,E12000008,19943,,0
1998-08-01,south east,86862,E12000008,17256,,0
1998-09-01,south east,86723,E12000008,16286,,0
1998-10-01,south east,86847,E12000008,15879,,0
1998-11-01,south east,86952,E12000008,15087,,0
1998-12-01,south east,86784,E12000008,15235,,0
1999-01-01,south east,87346,E12000008,11624,,0
1999-02-01,south east,87443,E12000008,11441,,0
1999-03-01,south east,88024,E12000008,15704,,0
1999-04-01,south east,89754,E12000008,16834,,0
1999-05-01,south east,90801,E12000008,16679,,0
1999-06-01,south east,92489,E12000008,19649,,0
1999-07-01,south east,94135,E12000008,22919,,0
1999-08-01,south east,96538,E12000008,21391,,0
1999-09-01,south east,99137,E12000008,19630,,0
1999-10-01,south east,99999,E12000008,19969,,0
1999-11-01,south east,101397,E12000008,19315,,0
1999-12-01,south east,103346,E12000008,18718,,0
2000-01-01,south east,104358,E12000008,12412,,0
2000-02-01,south east,104721,E12000008,13316,,0
2000-03-01,south east,107765,E12000008,17221,,0
2000-04-01,south east,111947,E12000008,16217,,0
2000-05-01,south east,113099,E12000008,16699,,0
2000-06-01,south east,115640,E12000008,18898,,0
2000-07-01,south east,116597,E12000008,17194,,0
2000-08-01,south east,118743,E12000008,16616,,0
2000-09-01,south east,118166,E12000008,14783,,0
2000-10-01,south east,118370,E12000008,14105,,0
2000-11-01,south east,117929,E12000008,14326,,0
2000-12-01,south east,118983,E12000008,15570,,0
2001-01-01,south east,118668,E12000008,11592,,0
2001-02-01,south east,119198,E12000008,11954,,0
2001-03-01,south east,120770,E12000008,15488,,0
2001-04-01,south east,123754,E12000008,16149,,0
2001-05-01,south east,125086,E12000008,18174,,0
2001-06-01,south east,127693,E12000008,20497,,0
2001-07-01,south east,129751,E12000008,20908,,0
2001-08-01,south east,131743,E12000008,22886,,0
2001-09-01,south east,132693,E12000008,17634,,0
2001-10-01,south east,134038,E12000008,18710,,0
2001-11-01,south east,135285,E12000008,18551,,0
2001-12-01,south east,136468,E12000008,16197,,0
2002-01-01,south east,137154,E12000008,12444,,0
2002-02-01,south east,136801,E12000008,13195,,0
2002-03-01,south east,139425,E12000008,17178,,0
2002-04-01,south east,141861,E12000008,17711,,0
2002-05-01,south east,146013,E12000008,23418,,0
2002-06-01,south east,149123,E12000008,18724,,0
2002-07-01,south east,153199,E12000008,23206,,0
2002-08-01,south east,157672,E12000008,23217,,0
2002-09-01,south east,159843,E12000008,18618,,0
2002-10-01,south east,162290,E12000008,18736,,0
2002-11-01,south east,164980,E12000008,18555,,0
2002-12-01,south east,166939,E12000008,17777,,0
2003-01-01,south east,169024,E12000008,13737,,0
2003-02-01,south east,169132,E12000008,12777,,0
2003-03-01,south east,170871,E12000008,12762,,0
2003-04-01,south east,172240,E12000008,13692,,0
2003-05-01,south east,173815,E12000008,14970,,0
2003-06-01,south east,175525,E12000008,15071,,0
2003-07-01,south east,177245,E12000008,17457,,0
2003-08-01,south east,177730,E12000008,18329,,0
2003-09-01,south east,176384,E12000008,18160,,0
2003-10-01,south east,179187,E12000008,20081,,0
2003-11-01,south east,180240,E12000008,19055,,0
2003-12-01,south east,180699,E12000008,20275,,0
2004-01-01,south east,182139,E12000008,15524,,0
2004-02-01,south east,183091,E12000008,14951,,0
2004-03-01,south east,184545,E12000008,16856,,0
2004-04-01,south east,186611,E12000008,19484,,0
2004-05-01,south east,189893,E12000008,18081,,0
2004-06-01,south east,192250,E12000008,20246,,0
2004-07-01,south east,194728,E12000008,21788,,0
2004-08-01,south east,198248,E12000008,19631,,0
2004-09-01,south east,197736,E12000008,16683,,0
2004-10-01,south east,197557,E12000008,15377,,0
2004-11-01,south east,199497,E12000008,13754,,0
2004-12-01,south east,197794,E12000008,13851,,0
2005-01-01,south east,195620,E12000008,9243,,0
2005-02-01,south east,196482,E12000008,9441,,0
2005-03-01,south east,196494,E12000008,11332,,0
2005-04-01,south east,197998,E12000008,13136,,0
2005-05-01,south east,198849,E12000008,13834,,0
2005-06-01,south east,199220,E12000008,16154,,0
2005-07-01,south east,200336,E12000008,16990,,0
2005-08-01,south east,200950,E12000008,16820,,0
2005-09-01,south east,201181,E12000008,16735,,0
2005-10-01,south east,199322,E12000008,15508,,0
2005-11-01,south east,200577,E12000008,16303,,0
2005-12-01,south east,200784,E12000008,18119,,0
2006-01-01,south east,201252,E12000008,13048,,0
2006-02-01,south east,201878,E12000008,13361,,0
2006-03-01,south east,202726,E12000008,17079,,0
2006-04-01,south east,205285,E12000008,15992,,0
2006-05-01,south east,208458,E12000008,17990,,0
2006-06-01,south east,209556,E12000008,21344,,0
2006-07-01,south east,211719,E12000008,20373,,0
2006-08-01,south east,213017,E12000008,22478,,0
2006-09-01,south east,214854,E12000008,20639,,0
2006-10-01,south east,214634,E12000008,19698,,0
2006-11-01,south east,216507,E12000008,19570,,0
2006-12-01,south east,219389,E12000008,20999,,0
2007-01-01,south east,220546,E12000008,15462,,0
2007-02-01,south east,219879,E12000008,14947,,0
2007-03-01,south east,221581,E12000008,17562,,0
2007-04-01,south east,225548,E12000008,15898,,0
2007-05-01,south east,230061,E12000008,18656,,0
2007-06-01,south east,231684,E12000008,21237,,0
2007-07-01,south east,235796,E12000008,20581,,0
2007-08-01,south east,236007,E12000008,22453,,0
2007-09-01,south east,238302,E12000008,17077,,0
2007-10-01,south east,238845,E12000008,18164,,0
2007-11-01,south east,238670,E12000008,17067,,0
2007-12-01,south east,237099,E12000008,13779,,0
2008-01-01,south east,235300,E12000008,9842,,0
2008-02-01,south east,231825,E12000008,10386,,0
2008-03-01,south east,232495,E12000008,9643,,0
2008-04-01,south east,230863,E12000008,10465,,0
2008-05-01,south east,232076,E12000008,11241,,0
2008-06-01,south east,229212,E12000008,10213,,0
2008-07-01,south east,227808,E12000008,9011,,0
2008-08-01,south east,220523,E12000008,8965,,0
2008-09-01,south east,215167,E12000008,7326,,0
2008-10-01,south east,209022,E12000008,7821,,0
2008-11-01,south east,203088,E12000008,6293,,0
2008-12-01,south east,200350,E12000008,7110,,0
2009-01-01,south east,194568,E12000008,5129,,0
2009-02-01,south east,191720,E12000008,4907,,0
2009-03-01,south east,191156,E12000008,6482,,0
2009-04-01,south east,193112,E12000008,7214,,0
2009-05-01,south east,196756,E12000008,8509,,0
2009-06-01,south east,199318,E12000008,10151,,0
2009-07-01,south east,202557,E12000008,12207,,0
2009-08-01,south east,206729,E12000008,11294,,0
2009-09-01,south east,209426,E12000008,11320,,0
2009-10-01,south east,210508,E12000008,12281,,0
2009-11-01,south east,212153,E12000008,11681,,0
2009-12-01,south east,211679,E12000008,14941,,0
2010-01-01,south east,217936,E12000008,6601,,0
2010-02-01,south east,217339,E12000008,8008,,0
2010-03-01,south east,216665,E12000008,9308,,0
2010-04-01,south east,218270,E12000008,9428,,0
2010-05-01,south east,220434,E12000008,9441,,0
2010-06-01,south east,222047,E12000008,11478,,0
2010-07-01,south east,224554,E12000008,12572,,0
2010-08-01,south east,224123,E12000008,11769,,0
2010-09-01,south east,224587,E12000008,10823,,0
2010-10-01,south east,221298,E12000008,10583,,0
2010-11-01,south east,219815,E12000008,10240,,0
2010-12-01,south east,218657,E12000008,10343,,0
2011-01-01,south east,216680,E12000008,6847,,0
2011-02-01,south east,217190,E12000008,7278,,0
2011-03-01,south east,215778,E12000008,8146,,0
2011-04-01,south east,218178,E12000008,9007,,0
2011-05-01,south east,218577,E12000008,8827,,0
2011-06-01,south east,219162,E12000008,10180,,0
2011-07-01,south east,222005,E12000008,11588,,0
2011-08-01,south east,220344,E12000008,12033,,0
2011-09-01,south east,221239,E12000008,11957,,0
2011-10-01,south east,218309,E12000008,10459,,0
2011-11-01,south east,219732,E12000008,11216,,0
2011-12-01,south east,219371,E12000008,11844,,0
2012-01-01,south east,217660,E12000008,8014,,0
2012-02-01,south east,218487,E12000008,8297,,0
2012-03-01,south east,219094,E12000008,11451,,0
2012-04-01,south east,223223,E12000008,7533,,0
2012-05-01,south east,223509,E12000008,9560,,0
2012-06-01,south east,224379,E12000008,10728,,0
2012-07-01,south east,226770,E12000008,11204,,0
2012-08-01,south east,227861,E12000008,12557,,0
2012-09-01,south east,228457,E12000008,10140,,0
2012-10-01,south east,224927,E12000008,10976,,0
2012-11-01,south east,224563,E12000008,11577,,0
2012-12-01,south east,225865,E12000008,10312,,0
2013-01-01,south east,225210,E12000008,8108,,0
2013-02-01,south east,223861,E12000008,8163,,0
2013-03-01,south east,225295,E12000008,9491,,0
2013-04-01,south east,227862,E12000008,9101,,0
2013-05-01,south east,228343,E12000008,11770,,0
2013-06-01,south east,230987,E12000008,11961,,0
2013-07-01,south east,233752,E12000008,13795,,0
2013-08-01,south east,234507,E12000008,15122,,0
2013-09-01,south east,235143,E12000008,13167,,0
2013-10-01,south east,235311,E12000008,14569,,0
2013-11-01,south east,237224,E12000008,15099,,0
2013-12-01,south east,238975,E12000008,14971,,0
2014-01-01,south east,240961,E12000008,12253,,0
2014-02-01,south east,241314,E12000008,12002,,0
2014-03-01,south east,243371,E12000008,12484,,0
2014-04-01,south east,247105,E12000008,12835,,0
2014-05-01,south east,251395,E12000008,13967,,0
2014-06-01,south east,253441,E12000008,14673,,0
2014-07-01,south east,257701,E12000008,15973,,0
2014-08-01,south east,261254,E12000008,16577,,0
2014-09-01,south east,263171,E12000008,14977,,0
2014-10-01,south east,263518,E12000008,16051,,0
2014-11-01,south east,262969,E12000008,13599,,0
2014-12-01,south east,264217,E12000008,14439,,0
2015-01-01,south east,264848,E12000008,10936,,0
2015-02-01,south east,264568,E12000008,10909,,0
2015-03-01,south east,265090,E12000008,11739,,0
2015-04-01,south east,268550,E12000008,11596,,0
2015-05-01,south east,271147,E12000008,12900,,0
2015-06-01,south east,275224,E12000008,15232,,0
2015-07-01,south east,279875,E12000008,16491,,0
2015-08-01,south east,283369,E12000008,15511,,0
2015-09-01,south east,284374,E12000008,15052,,0
2015-10-01,south east,286452,E12000008,16502,,0
2015-11-01,south east,288509,E12000008,14653,,0
2015-12-01,south east,291298,E12000008,14723,,0
2016-01-01,south east,293678,E12000008,11281,,0
2016-02-01,south east,295613,E12000008,11988,,0
2016-03-01,south east,300201,E12000008,21531,,0
2016-04-01,south east,297712,E12000008,9325,,0
2016-05-01,south east,301202,E12000008,10633,,0
2016-06-01,south east,305125,E12000008,13226,,0
2016-07-01,south east,309069,E12000008,14114,,0
2016-08-01,south east,309981,E12000008,14632,,0
2016-09-01,south east,307429,E12000008,13617,,0
2016-10-01,south east,307992,E12000008,12356,,0
2016-11-01,south east,307867,E12000008,12669,,0
2016-12-01,south east,309185,E12000008,14140,,0
2017-01-01,south east,312895,E12000008,10227,,0
2017-02-01,south east,310033,E12000008,10887,,0
2017-03-01,south east,310447,E12000008,12670,,0
2017-04-01,south east,313583,E12000008,11007,,0
2017-05-01,south east,315314,E12000008,11895,,0
2017-06-01,south east,318364,E12000008,14680,,0
2017-07-01,south east,321088,E12000008,13952,,0
2017-08-01,south east,323089,E12000008,15084,,0
2017-09-01,south east,322596,E12000008,13696,,0
2017-10-01,south east,322066,E12000008,13422,,0
2017-11-01,south east,320212,E12000008,13141,,0
2017-12-01,south east,320733,E12000008,13223,,0
2018-01-01,south east,320978,E12000008,10093,,0
2018-02-01,south east,321375,E12000008,9950,,0
2018-03-01,south east,319876,E12000008,11783,,0
2018-04-01,south east,321353,E12000008,9781,,0
2018-05-01,south east,321825,E12000008,11436,,0
2018-06-01,south east,324665,E12000008,13759,,0
2018-07-01,south east,327091,E12000008,13139,,0
2018-08-01,south east,328061,E12000008,14793,,0
2018-09-01,south east,327054,E12000008,11992,,0
2018-10-01,south east,324284,E12000008,13080,,0
2018-11-01,south east,323125,E12000008,13654,,0
2018-12-01,south east,321265,E12000008,11863,,0
2019-01-01,south east,322226,E12000008,9325,,0
2019-02-01,south east,320392,E12000008,9389,,0
2019-03-01,south east,317534,E12000008,10629,,0
2019-04-01,south east,319712,E12000008,10097,,0
2019-05-01,south east,319201,E12000008,10798,,0
2019-06-01,south east,321244,E12000008,11117,,0
2019-07-01,south east,322834,E12000008,12285,,0
2019-08-01,south east,323011,E12000008,13270,,0
2019-09-01,south east,324501,E12000008,11102,,0
2019-10-01,south east,323581,E12000008,11788,,0
2019-11-01,south east,323951,E12000008,11599,,0
2019-12-01,south east,324515,E12000008,,,0
2020-01-01,south east,320700,E12000008,,,0
1995-01-01,south west,54705,E12000009,5050,,0
1995-02-01,south west,54356,E12000009,5113,,0
1995-03-01,south west,53583,E12000009,7157,,0
1995-04-01,south west,54786,E12000009,6359,,0
1995-05-01,south west,54699,E12000009,6990,,0
1995-06-01,south west,54420,E12000009,7802,,0
1995-07-01,south west,54266,E12000009,6941,,0
1995-08-01,south west,54366,E12000009,7680,,0
1995-09-01,south west,54244,E12000009,7532,,0
1995-10-01,south west,54265,E12000009,6852,,0
1995-11-01,south west,53799,E12000009,6939,,0
1995-12-01,south west,53081,E12000009,7406,,0
1996-01-01,south west,53373,E12000009,5537,,0
1996-02-01,south west,53255,E12000009,5676,,0
1996-03-01,south west,53608,E12000009,7963,,0
1996-04-01,south west,54762,E12000009,7601,,0
1996-05-01,south west,54871,E12000009,8912,,0
1996-06-01,south west,55076,E12000009,8428,,0
1996-07-01,south west,55958,E12000009,9908,,0
1996-08-01,south west,56224,E12000009,10742,,0
1996-09-01,south west,56444,E12000009,9437,,0
1996-10-01,south west,56786,E12000009,10188,,0
1996-11-01,south west,57182,E12000009,10890,,0
1996-12-01,south west,56951,E12000009,9795,,0
1997-01-01,south west,57751,E12000009,7761,,0
1997-02-01,south west,57921,E12000009,7637,,0
1997-03-01,south west,58623,E12000009,8957,,0
1997-04-01,south west,59538,E12000009,9292,,0
1997-05-01,south west,59732,E12000009,10657,,0
1997-06-01,south west,60592,E12000009,11209,,0
1997-07-01,south west,61532,E12000009,12208,,0
1997-08-01,south west,62591,E12000009,11834,,0
1997-09-01,south west,62991,E12000009,10703,,0
1997-10-01,south west,63110,E12000009,11229,,0
1997-11-01,south west,64054,E12000009,9474,,0
1997-12-01,south west,63445,E12000009,10312,,0
1998-01-01,south west,64148,E12000009,7094,,0
1998-02-01,south west,63963,E12000009,7328,,0
1998-03-01,south west,64870,E12000009,8849,,0
1998-04-01,south west,66258,E12000009,9318,,0
1998-05-01,south west,67018,E12000009,10355,,0
1998-06-01,south west,66736,E12000009,10735,,0
1998-07-01,south west,68712,E12000009,12450,,0
1998-08-01,south west,68913,E12000009,10578,,0
1998-09-01,south west,68213,E12000009,9993,,0
1998-10-01,south west,68126,E12000009,10530,,0
1998-11-01,south west,68951,E12000009,9496,,0
1998-12-01,south west,68368,E12000009,9504,,0
1999-01-01,south west,69448,E12000009,6889,,0
1999-02-01,south west,69380,E12000009,7371,,0
1999-03-01,south west,70924,E12000009,10052,,0
1999-04-01,south west,71531,E12000009,10671,,0
1999-05-01,south west,72521,E12000009,10774,,0
1999-06-01,south west,73632,E12000009,12026,,0
1999-07-01,south west,74976,E12000009,14296,,0
1999-08-01,south west,75894,E12000009,13039,,0
1999-09-01,south west,78103,E12000009,12408,,0
1999-10-01,south west,78979,E12000009,12699,,0
1999-11-01,south west,79882,E12000009,12511,,0
1999-12-01,south west,81210,E12000009,11758,,0
2000-01-01,south west,81381,E12000009,7885,,0
2000-02-01,south west,82595,E12000009,8333,,0
2000-03-01,south west,84214,E12000009,10929,,0
2000-04-01,south west,86912,E12000009,10292,,0
2000-05-01,south west,88141,E12000009,10693,,0
2000-06-01,south west,89406,E12000009,11833,,0
2000-07-01,south west,91214,E12000009,10707,,0
2000-08-01,south west,92258,E12000009,10564,,0
2000-09-01,south west,92647,E12000009,9677,,0
2000-10-01,south west,92617,E12000009,9387,,0
2000-11-01,south west,92584,E12000009,9289,,0
2000-12-01,south west,92016,E12000009,10321,,0
2001-01-01,south west,92100,E12000009,7178,,0
2001-02-01,south west,92717,E12000009,7604,,0
2001-03-01,south west,94674,E12000009,10693,,0
2001-04-01,south west,97798,E12000009,10669,,0
2001-05-01,south west,98508,E12000009,11489,,0
2001-06-01,south west,99762,E12000009,13232,,0
2001-07-01,south west,102517,E12000009,13071,,0
2001-08-01,south west,104465,E12000009,14055,,0
2001-09-01,south west,105619,E12000009,11036,,0
2001-10-01,south west,106765,E12000009,11531,,0
2001-11-01,south west,107209,E12000009,11654,,0
2001-12-01,south west,107601,E12000009,10076,,0
2002-01-01,south west,108960,E12000009,7798,,0
2002-02-01,south west,109637,E12000009,8528,,0
2002-03-01,south west,113298,E12000009,11366,,0
2002-04-01,south west,115278,E12000009,11365,,0
2002-05-01,south west,118717,E12000009,14506,,0
2002-06-01,south west,122468,E12000009,11439,,0
2002-07-01,south west,126349,E12000009,13959,,0
2002-08-01,south west,129887,E12000009,13671,,0
2002-09-01,south west,132198,E12000009,10765,,0
2002-10-01,south west,135148,E12000009,11469,,0
2002-11-01,south west,137401,E12000009,11644,,0
2002-12-01,south west,138960,E12000009,10747,,0
2003-01-01,south west,141452,E12000009,8507,,0
2003-02-01,south west,140641,E12000009,7695,,0
2003-03-01,south west,143651,E12000009,7973,,0
2003-04-01,south west,145317,E12000009,8786,,0
2003-05-01,south west,147079,E12000009,9136,,0
2003-06-01,south west,148955,E12000009,9537,,0
2003-07-01,south west,151149,E12000009,10928,,0
2003-08-01,south west,151746,E12000009,11956,,0
2003-09-01,south west,152814,E12000009,11524,,0
2003-10-01,south west,154585,E12000009,13231,,0
2003-11-01,south west,154304,E12000009,12065,,0
2003-12-01,south west,157032,E12000009,12271,,0
2004-01-01,south west,158495,E12000009,9397,,0
2004-02-01,south west,158169,E12000009,9053,,0
2004-03-01,south west,161520,E12000009,10237,,0
2004-04-01,south west,165311,E12000009,12318,,0
2004-05-01,south west,168379,E12000009,11178,,0
2004-06-01,south west,172331,E12000009,12566,,0
2004-07-01,south west,175460,E12000009,13212,,0
2004-08-01,south west,176345,E12000009,11273,,0
2004-09-01,south west,178524,E12000009,9610,,0
2004-10-01,south west,178088,E12000009,9273,,0
2004-11-01,south west,179185,E12000009,8007,,0
2004-12-01,south west,177553,E12000009,7834,,0
2005-01-01,south west,175838,E12000009,5481,,0
2005-02-01,south west,176020,E12000009,5814,,0
2005-03-01,south west,176376,E12000009,6952,,0
2005-04-01,south west,177112,E12000009,8445,,0
2005-05-01,south west,177973,E12000009,8434,,0
2005-06-01,south west,178555,E12000009,9725,,0
2005-07-01,south west,180979,E12000009,10590,,0
2005-08-01,south west,180356,E12000009,10557,,0
2005-09-01,south west,180846,E12000009,10149,,0
2005-10-01,south west,180883,E12000009,9555,,0
2005-11-01,south west,180778,E12000009,10095,,0
2005-12-01,south west,181798,E12000009,11133,,0
2006-01-01,south west,181152,E12000009,7861,,0
2006-02-01,south west,180356,E12000009,7992,,0
2006-03-01,south west,183672,E12000009,10625,,0
2006-04-01,south west,185201,E12000009,10445,,0
2006-05-01,south west,187087,E12000009,11193,,0
2006-06-01,south west,189380,E12000009,13200,,0
2006-07-01,south west,191277,E12000009,12863,,0
2006-08-01,south west,193535,E12000009,13841,,0
2006-09-01,south west,193878,E12000009,12492,,0
2006-10-01,south west,195904,E12000009,12448,,0
2006-11-01,south west,197357,E12000009,12760,,0
2006-12-01,south west,198583,E12000009,13258,,0
2007-01-01,south west,197597,E12000009,9198,,0
2007-02-01,south west,198960,E12000009,8926,,0
2007-03-01,south west,201839,E12000009,10691,,0
2007-04-01,south west,202684,E12000009,10207,,0
2007-05-01,south west,205886,E12000009,11573,,0
2007-06-01,south west,207413,E12000009,12697,,0
2007-07-01,south west,210108,E12000009,12180,,0
2007-08-01,south west,211402,E12000009,13440,,0
2007-09-01,south west,212666,E12000009,10286,,0
2007-10-01,south west,211641,E12000009,10733,,0
2007-11-01,south west,211624,E12000009,10170,,0
2007-12-01,south west,209153,E12000009,8667,,0
2008-01-01,south west,207936,E12000009,5812,,0
2008-02-01,south west,203729,E12000009,6075,,0
2008-03-01,south west,202208,E12000009,5667,,0
2008-04-01,south west,203157,E12000009,6612,,0
2008-05-01,south west,203439,E12000009,7034,,0
2008-06-01,south west,199568,E12000009,6295,,0
2008-07-01,south west,198090,E12000009,5618,,0
2008-08-01,south west,194290,E12000009,5276,,0
2008-09-01,south west,190686,E12000009,4612,,0
2008-10-01,south west,186431,E12000009,5068,,0
2008-11-01,south west,179719,E12000009,4088,,0
2008-12-01,south west,175280,E12000009,4822,,0
2009-01-01,south west,173483,E12000009,3040,,0
2009-02-01,south west,173252,E12000009,3286,,0
2009-03-01,south west,171666,E12000009,4207,,0
2009-04-01,south west,171356,E12000009,4753,,0
2009-05-01,south west,174181,E12000009,5754,,0
2009-06-01,south west,177983,E12000009,6581,,0
2009-07-01,south west,179938,E12000009,7644,,0
2009-08-01,south west,181846,E12000009,7145,,0
2009-09-01,south west,184484,E12000009,7165,,0
2009-10-01,south west,184995,E12000009,7984,,0
2009-11-01,south west,185919,E12000009,7375,,0
2009-12-01,south west,186816,E12000009,9799,,0
2010-01-01,south west,188404,E12000009,3872,,0
2010-02-01,south west,189126,E12000009,4734,,0
2010-03-01,south west,188491,E12000009,5742,,0
2010-04-01,south west,190514,E12000009,6178,,0
2010-05-01,south west,192511,E12000009,6113,,0
2010-06-01,south west,193285,E12000009,7417,,0
2010-07-01,south west,194617,E12000009,7788,,0
2010-08-01,south west,196163,E12000009,7117,,0
2010-09-01,south west,195803,E12000009,6796,,0
2010-10-01,south west,194165,E12000009,6862,,0
2010-11-01,south west,191693,E12000009,6509,,0
